time,temp_min_daily,temp_max_daily,temp_mean_daily,temp_grass_mean_daily,temp_soil_min_daily,temp_soil_max_daily,temp_soil_mean_daily,humidity_daily,wind_direction_daily,wind_speed_daily,wind_gust_max_daily,precip_total_daily,precip_duration_daily,radiation_global_daily,sunshine_duration_daily,KarupBro,day_sin,day_cos
2002-01-01,-9.3,6.4,1.25,-0.0625,-0.2,0.1,0.0375,88.70833333333333,281.6666666666667,6.995833333333334,10.587301587301583,2.2,34.0,271.0,0.0,1829.75,0.017213356155834685,0.9998518392091162
2002-01-02,-6.3,6.4,-0.8375,-1.9708333333333328,-0.1,0.0,-0.0333333333333333,77.58333333333333,110.20833333333331,2.6958333333333333,10.685714285714289,0.0,0.0,805.0,328.0,7279.46,0.03442161162274574,0.9994074007397048
2002-01-03,-7.6,-1.0,-5.166666666666667,-6.9375,-0.2,0.0,-0.1,87.45833333333333,158.625,1.1958333333333333,12.360317460317464,0.0,0.0,739.0,278.5,5261.85,0.051619667223253764,0.998666816288476
2002-01-04,-9.3,-1.3,-6.025,-7.95,-0.7,-0.2,-0.3333333333333333,80.91666666666667,221.70833333333331,0.9875,12.96825396825397,0.0,0.0,876.0,355.0,2951.97,0.06880242680231986,0.9976303053065857
2002-01-05,-10.6,3.7,-3.466666666666667,-4.3375,-1.1,-0.4,-0.7541666666666668,92.45833333333331,239.75,1.8541666666666667,10.766666666666667,0.1,1.0,659.0,268.5,1868.53,0.08596479873744647,0.9962981749346078
2002-01-06,3.0,5.9,4.404166666666667,3.783333333333333,-0.5,-0.3,-0.4125,93.58333333333331,303.0833333333333,3.4958333333333336,9.665079365079364,0.1,2.0,308.0,9.5,1790.0,0.10310169744743485,0.9946708199115211
2002-01-07,1.3,4.0,2.591666666666667,2.004166666666667,-0.4,-0.3,-0.3458333333333334,92.66666666666669,291.75,2.225,10.51587301587302,0.0,0.0,235.0,0.0,2320.0,0.1202080448993527,0.9927487224577402
2002-01-08,2.4,4.7,3.579166666666667,2.9166666666666665,-0.4,-0.3,-0.3,89.25,260.3333333333333,3.7416666666666663,11.909523809523806,0.0,0.0,180.0,2.5,2030.0,0.13727877211326478,0.9905324521322229
2002-01-09,1.4,3.1,2.145833333333333,1.6583333333333332,-0.4,-0.3,-0.3,93.41666666666669,242.875,3.1875,12.093650793650792,0.0,0.0,124.0,0.0,1950.0,0.15430882066428117,0.9880226656636976
2002-01-10,-1.5,4.0,1.7375,0.6666666666666666,-0.4,-0.3,-0.3,92.33333333333331,243.29166666666663,2.183333333333333,12.544444444444444,0.0,0.0,158.0,0.0,1808.86,0.1712931441814776,0.9852201067560606
2002-01-11,-2.7,0.1,-1.2458333333333331,-1.7333333333333334,-0.3,-0.2,-0.3,98.5,181.16666666666663,1.8916666666666664,13.138095238095238,0.2,4.0,109.0,0.0,1677.05,0.1882267098432442,0.9821256058680006
2002-01-12,-2.8,2.1,0.3958333333333333,0.0166666666666666,-0.3,-0.2,-0.2375,99.04166666666669,224.25,1.675,13.138095238095238,0.0,0.0,413.0,91.5,1499.72,0.2051044998686192,0.9787400799669153
2002-01-13,0.8,3.1,1.9041666666666668,1.3916666666666666,-0.3,-0.1,-0.2,97.58333333333331,205.75,3.2541666666666664,11.904761904761909,0.0,0.0,377.0,110.0,1445.42,0.22192151300416552,0.9750645322571948
2002-01-14,0.6,2.6,1.075,0.7458333333333332,-0.2,-0.1,-0.2,95.45833333333331,206.79166666666663,3.1791666666666667,11.233333333333334,0.1,3.0,263.0,29.5,1507.95,0.2386727660059501,0.9711000518829505
2002-01-15,1.4,3.2,2.35,1.9791666666666667,-0.2,0.2,-0.0958333333333333,93.91666666666669,193.33333333333331,4.483333333333333,10.771428571428572,0.2,2.0,305.0,17.0,1629.4,0.255353295116187,0.9668478136052775
2002-01-16,1.3,5.2,2.9375,2.5625,0.1,1.5,0.7583333333333333,92.95833333333331,222.91666666666663,3.220833333333333,11.995238095238095,0.3,6.0,427.0,78.5,1883.89,0.2719581575341055,0.9623090774541486
2002-01-17,4.3,4.9,4.5125,4.208333333333333,1.4,2.7,2.216666666666667,96.04166666666669,220.83333333333331,5.4,10.895238095238094,0.2,5.0,177.0,0.0,2059.32,0.288482432880609,0.9574851883550393
2002-01-18,2.0,6.3,4.4875,3.766666666666667,2.1,3.3,2.783333333333333,92.0,240.91666666666663,4.416666666666667,10.542857142857144,1.6,27.0,536.0,110.0,2344.32,0.30492122465628907,0.9523775757303974
2002-01-19,2.7,6.6,4.5,3.9791666666666665,2.1,3.2,2.6041666666666665,91.875,227.45833333333331,5.4875,11.142857142857144,3.3,52.0,180.0,0.0,2469.9,0.3212696616923644,0.9469877530760753
2002-01-20,4.2,8.3,6.05,5.508333333333333,2.9,4.3,3.391666666666667,90.125,245.29166666666663,7.025,10.804761904761904,6.8,92.0,299.0,25.5,2818.95,0.3375228995941133,0.9413173175128471
2002-01-21,6.5,8.9,7.6875,7.204166666666667,4.3,5.2,4.7,87.875,273.3333333333333,7.524999999999999,10.661904761904765,1.1,25.0,548.0,20.0,4335.83,0.3536761221763716,0.9353679493131483
2002-01-22,5.9,8.8,6.9375,6.408333333333334,4.5,5.3,4.954166666666667,87.25,239.29166666666663,8.204166666666667,9.461904761904762,2.8,38.0,308.0,10.5,3705.48,0.3697245428906731,0.9291414114031743
2002-01-23,5.6,7.7,6.5,6.070833333333333,4.5,5.1,4.745833333333334,87.54166666666667,236.625,8.191666666666666,9.304761904761904,5.0,91.0,289.0,2.0,3653.01,0.38566340624360707,0.9226395488404876
2002-01-24,6.5,7.5,7.05,6.525,4.8,5.0,4.875,90.25,216.25,6.55,10.31904761904762,0.6,11.0,15.0,0.0,4706.04,0.401487989205973,0.9158642882672872
2002-01-25,-0.4,1.4,0.8272727272727273,0.2,2.0,2.6,2.272727272727273,84.72727272727273,237.8181818181818,2.872727272727273,10.233333333333334,0.5,6.0,216.0,50.5,5567.91,0.4171936026123168,0.9088176373395029
2002-01-26,0.3,8.8,5.770833333333333,5.266666666666667,1.8,4.7,3.266666666666667,91.91666666666669,225.0,7.6375,10.50952380952381,18.0,211.0,390.0,10.5,6624.2,0.4327755925504312,0.901501684131884
2002-01-27,1.6,7.6,4.870833333333334,4.345833333333333,3.6,4.8,4.391666666666667,88.875,260.0,4.525,10.44285714285714,2.5,41.0,424.0,41.5,9850.07,0.4482293417404106,0.893918596519257
2002-01-28,4.5,9.5,7.820833333333333,7.274999999999999,3.6,5.8,4.829166666666667,85.75,244.29166666666663,11.1375,10.366666666666664,10.4,132.0,485.0,43.5,9232.38,0.4635502709028509,0.886070621534138
2002-01-29,4.2,7.9,5.6625000000000005,5.041666666666667,3.6,5.3,4.125,75.875,270.5416666666667,9.1875,11.29047619047619,2.3,28.0,835.0,140.0,8687.3,0.47873384011578846,0.8779600847008882
2002-01-30,3.3,9.5,7.266666666666667,6.65,3.8,5.6,4.641666666666667,87.33333333333333,242.125,6.8625,12.433333333333332,3.4,48.0,467.0,15.0,6692.88,0.4937755501599772,0.869589389346611
2002-01-31,5.2,8.7,7.029166666666666,6.591666666666666,5.1,6.1,5.5875,89.83333333333333,258.5,5.6375,12.57142857142857,9.6,115.0,675.0,86.0,7862.99,0.5086709438521044,0.8609610158889943
2002-02-01,5.1,10.8,8.029166666666667,7.541666666666667,4.9,6.6,5.504166666666666,86.375,236.33333333333331,8.924999999999999,12.238095238095235,11.0,150.0,1081.0,241.5,9289.18,0.5234156073655503,0.8520775211013093
2002-02-02,9.6,12.3,11.108333333333334,10.458333333333334,6.6,7.4,6.933333333333334,73.25,236.625,9.633333333333333,11.166666666666666,1.2,33.0,1297.0,322.0,9585.01,0.5380051715382996,0.8429415373547828
2002-02-03,6.0,11.4,8.491666666666667,7.462499999999999,5.3,7.1,6.1375,75.66666666666667,196.125,4.191666666666666,11.561904761904762,0.0,0.0,1111.0,196.0,7625.33,0.5524353131676196,0.8335557718385699
2002-02-04,5.7,9.2,7.133333333333333,6.45,5.3,5.9,5.55,81.375,223.95833333333331,7.291666666666667,10.94285714285714,3.1,53.0,823.0,104.5,5492.51,0.5667017562911176,0.8239230057575542
2002-02-05,6.3,9.8,8.345833333333333,7.895833333333333,5.3,6.9,6.220833333333334,92.20833333333331,220.375,6.741666666666667,10.7,9.3,107.0,350.0,0.0,7271.82,0.5808002734538009,0.8140460935082178
2002-02-06,5.6,8.1,6.9375,6.4625,5.8,6.6,6.266666666666667,89.5,215.70833333333331,4.583333333333333,9.795238095238096,4.4,54.0,418.0,19.0,8251.52,0.5947266869607634,0.8039279618328213
2002-02-07,4.1,7.1,5.591666666666666,5.0875,4.9,5.8,5.420833333333333,86.25,258.0,6.004166666666666,11.933333333333334,1.7,35.0,622.0,28.5,7930.52,0.6084768701151261,0.7935716089521474
2002-02-08,4.7,9.4,7.045833333333333,6.5875,4.8,6.3,5.483333333333333,86.83333333333333,259.4166666666667,6.641666666666667,11.55820105820106,1.1,16.0,1268.0,248.0,6655.33,0.6220467484408675,0.7829801036770629
2002-02-09,5.0,10.0,7.954166666666667,7.462499999999999,5.3,7.0,6.183333333333334,86.95833333333333,248.83333333333331,9.629166666666666,11.621164021164022,9.1,117.0,560.0,4.0,7031.38,0.6354323008901774,0.7721565844991642
2002-02-10,4.0,8.0,5.929166666666667,5.470833333333334,4.6,6.0,5.2875000000000005,86.33333333333333,261.2916666666667,6.279166666666666,10.622222222222222,1.6,27.0,1104.0,143.5,8335.58,0.6486295610349814,0.7611042586607747
2002-02-11,4.6,9.8,7.6875,7.183333333333334,5.1,6.8,5.825,89.16666666666667,242.33333333333331,7.370833333333334,10.15185185185185,5.1,97.0,350.0,1.0,7634.29,0.6616346182422783,0.7498264012045686
2002-02-12,3.3,8.5,6.616666666666667,5.958333333333333,4.5,6.4,5.720833333333334,85.0,277.5416666666667,8.170833333333333,9.924338624338624,9.1,96.0,482.0,22.0,8505.62,0.6744436188329455,0.7383263540031065
2002-02-13,-0.7,6.4,2.725,1.625,2.3,4.5,3.45,78.875,172.875,2.341666666666667,8.715873015873017,0.0,0.0,1904.0,502.5,7573.07,0.6870527672236669,0.7266075247685656
2002-02-14,-3.0,5.1,0.4041666666666667,-0.9375,1.2,2.3,1.5375,76.95833333333333,194.75,1.7375,9.735978835978836,0.0,0.0,1974.0,506.5,5338.12,0.6994583270516471,0.7146733860429609
2002-02-15,-0.9,5.2,2.375,1.6875,0.8,2.5,1.4625,88.33333333333333,256.2916666666667,3.720833333333333,10.951322751322753,0.0,0.0,557.0,29.0,4173.13,0.7116566222817746,0.702527474169157
2002-02-16,1.5,5.8,3.575,3.325,2.5,3.7,3.020833333333333,89.08333333333333,258.375,4.958333333333333,10.766666666666666,0.0,0.0,544.0,2.5,3663.71,0.7236440382959124,0.6901733882429719
2002-02-17,3.3,7.0,4.55,4.291666666666667,2.9,4.8,3.733333333333333,81.33333333333333,235.08333333333331,4.333333333333333,10.766666666666666,0.0,0.0,1107.0,47.0,3295.89,0.7354170229639855,0.6776147890466889
2002-02-18,1.0,7.2,4.316666666666667,3.8958333333333335,3.0,5.0,4.079166666666667,86.20833333333333,263.2083333333333,5.479166666666667,10.366666666666664,2.6,41.0,1312.0,184.5,3010.63,0.7469720876965552,0.6648553979642865
2002-02-19,-1.3,2.3,0.4875,0.0416666666666666,2.1,3.1,2.3875,90.29166666666669,219.20833333333331,4.629166666666666,9.13809523809524,10.6,114.0,1647.0,283.5,4197.78,0.7583058084785625,0.6518989958787126
2002-02-20,-1.9,3.8,0.35,-0.2333333333333333,1.8,2.1,1.9708333333333328,93.79166666666669,143.83333333333334,6.541666666666667,10.523809523809522,6.9,106.0,654.0,11.5,5746.98,0.7694148268839378,0.6387494220515272
2002-02-21,-6.9,1.8,-1.875,-3.2458333333333336,1.1,1.8,1.4333333333333331,74.25,221.04166666666663,4.654166666666667,10.957142857142854,0.0,0.0,2320.0,495.5,4896.58,0.7802958510707755,0.6254105729852463
2002-02-22,0.0,6.8,2.623809523809524,1.2904761904761906,1.0,1.4,1.1952380952380952,87.19047619047619,243.28571428571428,10.047619047619047,12.8952380952381,5.4,81.0,1208.0,110.0,5878.15,0.7909456567567772,0.6118864012687243
2002-02-23,0.1,4.1,1.85,0.9833333333333334,1.1,1.4,1.2083333333333333,79.625,270.2083333333333,7.616666666666667,13.238095238095235,3.4,47.0,1508.0,242.0,10563.61,0.8013610881746766,0.5981809144059164
2002-02-24,-3.4,3.5,0.3333333333333333,-0.4916666666666667,1.0,1.4,1.1791666666666667,80.29166666666667,285.125,4.3875,12.195238095238093,1.4,19.0,2208.0,422.5,9823.49,0.8115390590073611,0.5842981736283683
2002-02-25,-5.3,4.0,-0.225,-1.4708333333333332,0.8,1.2,0.9875,86.375,224.54166666666663,3.4125,10.976190476190474,1.7000000000000002,29.0,2332.0,384.5,7392.88,0.8214765533024142,0.5702422926917871
