time,temp_min_daily,temp_max_daily,temp_mean_daily,temp_grass_mean_daily,temp_soil_min_daily,temp_soil_max_daily,temp_soil_mean_daily,humidity_daily,wind_direction_daily,wind_gust_max_daily,wind_speed_daily,precip_total_daily,precip_duration_daily,radiation_global_daily,sunshine_duration_daily,KarupBro,ET0
2004-12-20,-0.5,4.7,2.4375,1.7625,1.1,2.3,1.6833333333333331,88.45833333333333,257.625,14.5,3.204166666666666,12.4,139.0,191.0,0.0,1718.77,18.166418936502236
2004-12-21,0.0,2.9,1.7333333333333334,1.2166666666666666,1.4,2.1,1.7083333333333333,86.58333333333333,221.83333333333331,9.3,3.8666666666666663,0.3,8.0,337.0,77.5,1765.1,29.053377681807653
2004-12-22,1.9,8.2,4.775,4.433333333333334,2.1,3.9,2.9250000000000003,92.875,236.04166666666663,18.2,7.7375,10.0,152.0,126.0,0.0,2536.73,9.46970408483605
2004-12-23,4.4,9.4,6.933333333333334,6.370833333333334,3.6,5.2,4.354166666666667,86.16666666666667,261.6666666666667,20.3,6.9750000000000005,6.0,76.0,162.0,0.5,5368.19,14.294888147790422
2004-12-24,-0.9,5.9,3.295833333333333,2.8541666666666665,3.0,4.3,3.9916666666666663,92.08333333333331,220.625,17.0,3.404166666666667,22.3,219.0,290.0,67.0,8066.35,27.886016990961156
2004-12-25,1.0,5.7,3.625,2.9958333333333336,2.5,3.5,3.1375,84.375,224.125,19.0,5.9625,3.1,46.0,543.0,157.5,8851.63,42.92368865237581
2004-12-26,-1.4,3.3,0.4291666666666667,-0.0041666666666666,1.6,2.5,1.85,93.41666666666669,206.08333333333331,7.7,1.7958333333333334,0.0,0.0,619.0,269.5,7517.05,61.972536582255046
2004-12-27,-4.6,-0.7,-3.2541666666666664,-3.0041666666666664,1.3,1.9,1.5958333333333332,97.91666666666669,232.5,7.1,1.5,0.1,3.0,283.0,0.0,5529.59,24.833148427167224
2004-12-28,-1.2,0.4,-0.4166666666666667,-0.5,1.2,1.5,1.35,95.70833333333331,196.04166666666663,12.0,4.6375,3.5,59.0,128.0,0.0,4087.72,9.274611720457933
2004-12-29,-6.0,3.5,-1.9166666666666667,-4.016666666666667,1.2,1.5,1.3541666666666667,97.58333333333331,241.0,9.6,1.8791666666666669,0.0,0.0,756.0,347.0,3014.27,67.3059696236196
2004-12-30,3.1,8.6,6.325,5.933333333333334,1.3,4.5,2.7916666666666665,94.95833333333331,241.70833333333331,13.0,6.283333333333334,3.3,52.0,112.0,0.0,3143.23,9.856213752521723
2004-12-31,-1.1,7.1,3.8666666666666663,3.029166666666667,2.3,4.5,3.8,96.25,269.7083333333333,4.7,1.8875,0.1,2.0,424.0,95.0,4675.52,48.45803518083811
2005-01-01,-1.8,6.0,2.8166666666666664,1.925,1.4,3.1,2.0791666666666666,94.08333333333331,225.54166666666663,13.4,4.341666666666667,0.8999999999999999,11.0,537.0,166.5,4064.57,46.25485225879926
2005-01-02,1.2,6.9,3.1791666666666667,2.6416666666666666,1.8,3.4,2.7125,86.54166666666667,271.875,20.1,8.004166666666666,12.2,143.0,182.0,2.5,5374.14,12.601748802009421
2005-01-03,1.3,7.5,4.4875,3.9333333333333336,1.5,3.5,2.120833333333333,83.91666666666667,281.4166666666667,17.7,7.054166666666667,0.8,18.0,481.0,97.5,6369.59,36.7670733961557
2005-01-04,5.5,8.6,7.708333333333333,7.3,3.5,5.1,4.5875,88.04166666666667,272.0416666666667,17.8,8.7875,1.7,30.0,128.0,0.0,5204.91,10.57493748986023
2005-01-05,3.3,6.8,5.191666666666666,4.604166666666667,3.5,4.6,3.8791666666666655,86.375,251.58333333333331,12.1,5.5125,0.1,2.0,443.0,112.5,4280.3,38.92876290299215
